Message,Likes,Comments
"Arch Enemy
Bhse Onkelz
Five Finger Death Punch
In Extremo
Rammstein
Bring me the horizon
Finsterforst",10,0
Boysetsfire ,1,2
"Motionless in White
While She Sleeps",0,0
"Brocken Bass (Spiez)
Underside (Nepal)
Acrassicauda (Irak)
Child of Pain (Wallis)

Ver mal biz andri Nme dri z'bringu :)",1,0
Dawn of Anubis,0,0
"Rammstein, Bad Omens, Currents, Polar, Hollow Point, Alaska, Fit For A King",1,0
"The Ocean
Baroness
Clutch
Graveyard
King Gizzard & The Lizard Wizard
Pristine
Kylesa
Crippled Black Phoenix
Tool
Black Mountain
Mastodon
Mark Lanegan & Band
The Dead Weather
Amplifier
The Sword
King Buffalo
The Young Gods
Refused
Touch Amor
The Brian Jonestown Massacre
Deafheaven
The Black Angels
Ghost
Drenge
Red Fang
Uncle Acid & The Deadbeats
Motorpsycho
Spidergawd

In etwa so. Halt mal eher was Gourmets und weniger Massenware.",0,0
"Korn
System of a Down
Eluveitie
Arkona
Subway to Sally
Rammstein
Skld
In Extremo
Tenacoius D
",0,0
Deville from Sweden ,0,0
"Angry again
Five finger death punch
Machine head",2,0
Korn      Ghost     ,0,0
* Kambrium * Valkenrag * WELICORUSS *,1,0
"Descendents, New Found Glory, Bad Religion, Teenage Bottlerocket, Green Day, Panic At The Disco, Fall Out Boy, Falling In Reverse, Neck Deep, Fidlar, Pierce The Veil",2,0
"Arch Enemy, Parkway Drive, Def Leppard, 
Accept",0,0
nan,1,0
"Weniger Core, meh Metal",0,0
Expellow ,1,0
Nightqueen,0,0
Strangers In The Attic,2,0
SICKRET A Small District Mekonium Lucifer Giant,2,0
"Rammstein, Bring me the Horizon, Volbeat, Ffdp, Disturbed, Bullet for my Valentine, Parkway Drive, Asking Alexandria, Alter Bridge, Shinedown, Ghost, NOTHING MORE , I Prevail, Rob Zombie, Muse,  Breaking Benjamin,",0,0
Angry Again,2,0
"NH3 SKA CORE
100 Kilo Herz",1,0
Adam Angst,0,0
"Godsmack, Black Stone Cherry, die rzte, Parkway Drive",0,0
Matchbox twenty,0,0
Irony of Fate,0,0
"Chaoseum 
Iron Maiden",0,0
"Die rzte   Disturbed, Flogging Molly, Tenacious D, Rammstein, Five Finger Death Punch, Hammerfall, Die apokalyprischen Reiter",11,1
Lucky Brandalarm wie wre es mit euch BRANDALARM,1,0
Epica und Rammstein ,0,0
Christiane Zimmermann Das Ticket wr gleichviel Wert wie ne Niere ,2,0
"Tenacious D, The Hives",0,0
Stunde Null und Wiens No. 1 Wiens No1 Der Klub,0,0
FORGE,3,0
"Hansjrg Stmpfli chasch graf drfr sorge, merci",0,0
"Rammstein
Hollywood undead
A day to remember
Volbeat
Three day grace
Good charlotte",0,0
"Mission in Black 
Enslave the chain 
.
.
.
Fabian Guist Andy Black Daniel Tschoepe",1,0
"rzte
Rammstein
QL
Powerwolf",0,0
Veytstanz ,1,0
"Nightqueen, D.A.D, Spoil engine",1,0
"Metalica, Rammstein, iron Maiden, system of a Down, stone Sour, Deftones, Limp Bizkit, Korn, five finger Death Punch... huh... und so wieter ",0,0
Meine,0,0
Glowing Shelter Three Elements,2,0
"SMACK , The Kate Effect",0,0
Forge,4,0
FORGE Dreams in Fragments,3,0
Tenacious D  ,0,0
Fuchsteufelswild ,2,0
"Rammestein, five finger death punch, system of a down ",1,0
Nightqueen,0,0
"Rammstein, Heaven Shall Burn, Korn, Belphegor, Carnifex, In Flames, Cannibal Corpse. Ach mir wrde noch so viel gutes einfallen, aber das Greenfield hat leider nicht unbegrenzt Moneten.",1,0
Broken Fate    ,0,0
Gabriela do chasch wnsche ,0,1
"RUYNOR 
WRTERSCHLECHTE",0,0
Broken Fate......,1,0
Billy talent   Hollywood Undead   Rammstein   Korn   Parkway Drive   System Of A Down   Bullet For My Valentine   Ska-P,0,2
FORGE        Dreams in Fragments,2,0
"Wall of Jericho
Combichrist
Ill Nio
Black Stone Cherry
ACOD",0,0
Denise Gielen-Burger  cradle wr belst geil. Nur kommen dann wieder die ganzen Neider und Hater am greenfield aus ihren Lchern gekrochen.,0,0
"Five Finger Death Punch
Trivium
Machine Head
Avenged Sevenfold
In Flames",0,0
Rob zombie,0,0
Infinitas,5,1
Guns n Roses,3,0
"Warpath
Overkill
Wolfen",0,0
Fuchsteufelswild ,3,0
"Blind Channel, Eskimo Callboy, Parkway Drive, Skillet Music, Asking Alexandria, To the Rats and Wolves, Breathe Atlantis, BRING ME THE HORIZON, Amaranthe ",0,0
Ren Renfer weisch genau ich han recht ,0,0
"Bring me the horizon, wage war, of mice & men, architects  ",1,0
"Avenged Sevenfold, Rammstein, Billy Talent, Dropkick Murphys, Fivefinger Death Punch, Volbeat, Skindread ",0,0
"Metallica, Prophets of rage, System of a down.",0,0
"rise against
frei wild 
volbeat 
rzte
betontod 
QL
Billy Talent 
Broilers 
A day to remember",15,0
Inner Core,4,0
Velvetfish,1,0
"Rammstein, Nightwish, Bring me the horizon, die rzte, metallica",2,1
"Rammstein 
three days grace 
Amon amarth 
Offspring 
Limp bizkit
rtzte 
Die toten hosen",0,0
QOTSA ssch chumeni nid.,1,0
Beat Breit fr wa wetsch mich den finde  Hetsch wie all zecken elei ja eh kei eier zum mich cho bsechle,0,0
Shery Scofield .....nid zwingend.....,0,0
"While She Sleeps sie sind zu guat und glaub no nia am greenfield gsi *_* Floggin Molly und Silverstein und Trivium wren en Traum <3 genau so wia Beartooth, Dropkick Murphys, System of a Down, Parkway Drive Enter Shikari, Architects, 21 Pilots, A Day to Remember, Subway to sally, Memphis May Fire, We Came As Romans <3",1,2
"Rammstein
Five Finger Death Punch
Subway to Sally
ASP
Hollywood Undead
System of a down
Korn
Ghost
Blutengel
Tool
Carachangren
Behemoth
Alestorm
Septicflesh
Disturbed
Floggin molly
Royal Republic
Billy Talent
Varg
Nachtblut
Lordi",1,0
"Frei wild
Eisbecher
Volbeat
QL",0,0
BROKEN FATE.......ein Muss       ,0,0
BROKEN FATE.......ein Muss       ,0,0
BROKEN FATE.......ein Muss       ,0,0
Yelines  Hofer Montiel lieber kei frau als sowas wie dich ,0,0
"Angry Again 

https:  www.facebook.com weareangryagain ",2,0
"Green day, sum41 

Naomi Maissen ",1,1
"Green Day
Fffd
Billy talent
Vollbeat",1,0
TURBOBIER,0,0
Yay,0,0
Why So Serious ,1,0
"System of a Down, Red Hot Chili Peppers",1,0
Notus Gang  (www.notus-gang.ch),3,0
Eifach ned die gliiche bands wo scho 1000 mal gsi sind . S meiste wo all die lt schriibed sind scho am gf gsi und mir wend all mal was neus statt immer di gliche bands,1,0
"Falling in Reverse, Bad Religion,",0,0
Rise Against,1,0
Rammstein und Onkelz,1,0
"Green Day
Sum 41
Rammstein
In Flames
Blink-182
Fall out Boy
Powerwolf
Eskimo Callboy
Breaking Benjamin
Skillet
I Prevail
Bring me the horizon
5FDP
Evanescence
Volbeat",2,0
nan,0,0
onkelz ,0,0
do wrd sogr i namol goh.. i alts guazli :D,0,0
Ignacio Fernandez ssch chunt er eifach nid he,0,0
tenaciousD arkona skaP jinjer the hu,0,0
TOOL,0,0
"Rammstein
Celkilt
Clawfinger
Prophets of Rage
The Rumjacks
Die rzte
Disturbed
Sir Reg
Nothing More",3,0
I cut out your name,0,0
Inner Core,1,0
billy talent,0,0
System of a down,2,0
totenmond,0,0
Irony of fate,1,0
"In.Extremo
Rammstein
Asp
Subway to sally
Mono Inc
Samsas Traum
Mr. Hurley und die Pulveraffen
Versengold
Feuerschwanz
Sonderschule
Withimtampation",1,0
"Rise against
Papa roach
Broilers
Frei wilda day to remember
Limp bizkit
Metallica
Greenday
Fiddlers green",0,0
Christian Hgler  RAMMSTEIN und Vollbeat nit vergsse ,1,0
"bring me the horizon, fife finger death punch, moitionless in white, nightwish",0,0
"Rise Against, skillet, gloryhammer, alestorm, infinitas, the offspring, sum 41",1,1
"Defining Lines
Michael ",0,1
"Volbeat
Disturbed",1,0
"Knppel.Knppel,Knppel",0,0
HARPYIE ,0,0
AVENGED SEVENFOLD ,0,0
"in flames, bullet for my valentine, die rzte, parkway drive, ffdp, architects, dark age, insanity, bmth, freiwild",1,0
Slimy Slugs,0,0
I PREVAIL    ,1,0
Nidhoeggr ,5,0
"www.notus-gang.ch
The Brew,The Night Flight Orchestra, Glenn Hughes",2,0
Devils Rage httid e chance verdient  zum zeige wasi chnd,1,0
Irony Of Fate,1,0
"The Amity Affliction 
I Prevail
Wage War
Our Hollow, Our Home
As I Lay Dying
Being as an Ocean
Bring Me The Horizon
Forgetting the Memories
Motionless in White
Billy Talent
Green Day
System of a Down
Memphis May Fire
Crown The Empire
Monuments
Bad Omens
CrazyEightyEight
Elwood Stray
Angelmaker
Whitechapel",0,0
"Arkona, Heidevolk, Rings of Saturn, Heaven Shall Burn, Knorkator, Die Apokalyptischen Reiter, Varg, Harpyie, Krayenzeit",2,0
Wicked Plan,1,0
"Avatar, Atreyu, Tenacious D, Rise Against, Parkway Drive, Disturbed, Trivium, Seether, Voice of Ruin, und vieles mehr... :-)",1,0
"Avenged sevenfold, Rammstein, stone sour, system of a down",1,0
Jasmin Wilson while she sleeps sind das johr am gf gsi...,1,0
"Hammerfall, Powerwolf, Korn, Rammstein, Arch Enemy, Disturbed, Metallica, Lynyrd Skynyrd...

Pour n'en citer que quelques uns :-)",1,0
Kilian Stadelmann ,0,0
irony of fate,2,0
Tenacious D,0,0
Deconvolution,0,0
"Architects
Wage War
Polaris
Fever 333
Adam Angst
rzte
Marathonmann",1,0
"Hardcore Superstar, Alestorm, Schmutzkis",0,0
"Dominic Meister
Five death punch drf au nd fehle   ",1,1
SYSTEM OF A DOWN   ,1,0
vooll,0,0
THECITYISOURS,1,0
BROKEN FATE,0,0
Wr mol ziit fr avenged sevenfold ,0,0
Roger Binggeli  du seisches ,0,0
Broken Fate wren mega  Aktuell meine Lieblingsband  Die Jungs wrden euer Festival so gerne rocken  ,0,0
"Rise Against, Beartooth, Disturbed, Attila, Jet, Static-X, Skindred",0,0
Steven LeLand Scholl Corpus Delicti willsch nd  ,1,0
Sascha De Jonckheere thank you man ,0,0
Angry Again,2,0
Corpus Delicti,5,0
Michel Menzi ohh jetz hesches mir aber gh wie lang hesch defr ghirnet oh nei jetz stirbi ganz allei ohni maa  und linki spastis das het nt mit link z due mit normalem mnscheverstand aber das isch jo es fremdwort fr dich anschinend... Die andere chi au nt defr das kei kollege hesch und immer gmobbt worde bisch...,0,0
"Five Finger Death Punch
Avenged Sevenfold",0,0
Devils Rage,5,0
"Alestorm, Eluveitie, Eskimo Callboy, Rumahoy",0,0
"Mit denne wotti suff  
Aber ich han locker no 30 band`s vergesse..",2,0
NIN,0,0
"Get The Shot
Vamachara
Judiciary
Boundaries
Harm   Shelter
Coldburn
Cruel Hand
Gassed Up
Guilt Trip
Machine Head
Unleashed
Entrails
Homewrecker
Fear Factory
Kataklysm
Deftones",0,0
Jo ehh,0,0
Broken Fate de absoluti knaller,0,0
"Dj bobo
Wolfgang petri
Helene fischer
Gl",1,2
"mal chli Bands wo no nie oder selte am GF gsii sind wie:

Infected Rain
DOOL
Myrkur
Thought Forms
Djerv
Arkona",1,0
"FALLING IN REVERS , SOAD , WHITECHAPEL, RAMMSTEIN",1,0
Jonas Core  guter wahl ,1,0
"Rammstein
Three Days Grace 
Skillet
Sum41
In Flames  
Billy Talent 
     ",0,0
"Violent soho, dune rats & skegss",0,0
"Notus-Gang 
www.notus-gang.ch",3,0
angry again ,2,0
"Rammstein
Onkelz
rzte
Rise Against
Disturbed",1,0
Killswitch Engage   ,0,0
"Die toten hosen, Clawfinger, Faith no more",0,0
Christian Hgler  Flogging Molly und Greenday au no ,0,0
www.facebook.com stormriderofficial,0,0
"Rammstein,  parkway drive,  powervolf,  Sabaton, Arch enemy,  iron maiden.. on peut toujours rver",2,0
Eyebrows of Death,0,0
"Bitte keine heuchlerischen Punkbands. Die toten Hosen, rzte oder Feine Sahne Fischfilet etc.",2,0
,0,0
Dizzy Fox ,1,0
"Five Finger Death Punch
Bullet For My Valentine
Ghost
Disturbed
Avenged Sevenfold
I Prevail
Rivers Edge",0,1
Fighter V ,0,0
WIZO - ganz klar: WIZO     ,0,0
Fat dog   Joel Rtz motivier mou chli dini fanbase,2,0
Fat Dog los jungs  ,1,0
"No Kings No Slaves
gll Julian Thalmann",1,0
"Falling in reverse
Heaven shall burn
Five finger death punch
system of a down
we butter the bread with butter",0,0
WIZO,1,0
Avenged Sevenfold ,0,0
Yelines  Hofer Montiel  glaubs eher ich bin de wo ch alli gmobbt het damals xD,0,0
R.O.C.K. Animals,1,0
Lacuna Coil   Evanescence  Amon Amarth   system of a down   Rammstein   Disturbed,0,0
Rammstein ^^,0,0
Corpus Delicti,0,0
"Necrophagist
Burning witches
Gomorrah
Damirs Rising Force
Destruction
Sodom
Tankard
J. B. O
Feuerschwanz
In Extremo",0,0
Jonas Hirsiger mach en eigne post xD hesch meh Glck,0,0
Die rzte   ,0,0
"Nightwish, Delain, Bring Me The Horizon, In This Moment, Deathstars, In Flames, Volbeat, Our Last Night ",0,0
"Corpus Delicti, Pertness, Asaviga",1,0
"Freiwild
rzte
Rammstein
Ost +Front",1,1
"Myka Relocate
In This Moment
Nightwish
Good Charlotte
Ghost
Crown The Empire
Pierce The Veil
Breaking Benjamin",0,0
"Rammstein
In flames
Volbeat
Bullet for my valentine

Skillet",0,0
I cut out your name ,1,0
Meine lueg dini frssi ah... wenn du eim eis blosisch zhlts als analsex  ich klink mich do mal us... schni mittagsunterhaltig gsi X Untermensche nur mit eim Wort nervs zmache ,0,0
Amaranthe,0,0
Eternal Delyria ,6,0
Rammstein. Clawfinger. Megaherz.  UDO .,2,0
"NEKROGOBLIKON
ALIEN WEPONRY
BROKEN FATE
AS SANITY FADES
NOVEMBER 7",0,0
"BHSE ONKELZ
RAMMSTEIN
BEYHOND THE BLACK
DIE RZTE
COLDRAIN
SCHMUZTKI
FIVE FINGER DEATH PUNCH
IN FLAMES",0,0
"Amon Amarth
Eisregen
Freiwild
Knorkator",0,0
M'aihol Bulle Edy de chumi vilech o wider mau,0,0
Notus-Gang,1,0
"Disturbed, Sabaton, Avenged Sevenfold, Breaking Benjamin, Skillet, Within Temptation, Evanescence, Thousand Foot Krutch, Bullet for my Valentine, Deftones, Three Days Grace",0,0
"Machine Head, Bullet for my Valentine, FFDP, Slipknot, Rise Against, Evanescence, Udo Dirkschneider, Stonesour",0,0
"Asking Alexandra, Evergrey, Dream Theater",0,0
Eternal Delyria,4,0
"Bury tomorrow
TheCityIsOurs
As Everything Unfolds
MODES
ISSUES
Architects
Trivium
Sam Jacobs I've run out of bands I can think of ",0,0
"Rammstein, architects, parkway drive, system of a down, watch out stampede, marylin manson, our hollow our home, killswitch engage, thy art is murder, as i lay dying, mindcollision, acres, stray from the path, neck deep, the plot in you, jinjer",0,0
Broken Fate und Call me Peter   ,1,0
"Rammstein 
Inextremo
Flogging molly
Bhse onkelz
Hatebreed
System of a down
QL",0,0
"Frei wild
In extremo
Bmth
Oomph
Broilers
Eskimo callboy",0,0
"Beartooth
Northlane
You Me At Six
Nothing More
Dream on Dreamer
Godsmack
Highly Suspect
Arctic Monkeys
",0,0
"Rammstein, Metallica",1,0
"System of a down,
 harakiri for the sky
Scars on Broadway
Wage war
Zeal & ardor
Stick to your Guns
Die rzte
Palisades
Polaris
August burns Red
Attila
Dope",0,0
"Rammstein
Rammstein
Rammstein
Rammstein
Rammstein",0,0
Bury Tomorrow  Defender  August Burns Red  Being As An Ocean  Stick To Your Guns  Counterparts  Architects  Wage War  Polar ,0,0
Irony of fate,0,0
"Reliquiae, Harpyie, Vogelfrey",9,1
Children of bodom,0,0
Www.notus-gang.ch Rock it  ,3,0
Andreas Buletti villech ,0,0
Www.notus-gang.ch Rock it  ,3,0
"Alestorm, Skalmold, Solstafir and Marilyn Manson",0,0
Fatdog ,0,2
"Saint City Orchestra 
https:  www.youtube.com watch v=NklPtzbntfU",2,0
Memphis May Fire ,0,0
"Guns n roses
Die rzte
Rammstein
Volbeat",1,0
"Iced Earth, Opeth, Vomitory, Helloween, Pro Pain, Cannibal Corpse, Ugly Kid Joe, Machinehead",1,0
survivors of the end   onkelz   rammstein   disturbed   unsntastbar   krawallbrder   HMATOM,0,0
Haggefugg :D,5,0
Infinitas,6,1
Irony Of Fate,0,0
"die rzte
System of a down
Fever 333
Thy art is Murder
Rammstein
Powerwolf
Scars on Broadway
Ghost
Bad Wolves",1,0
"Soulfly 
Incite 
Korn
5fdp
Trivium
Ektomorf
Throwdown
Otep
Gotthard
Stone Sour
Arch Enemy
Sepultura",0,0
FOO FIGHTERS    :),0,0
Verena Herzog-Dillier Yess   ,0,0
"System of a down, Rammstein, Disturbed, Volbeat, Justin Bieber",0,0
Notus-Gang,0,0
The city is ours,0,0
Blind Fury Riders  JoelWalser Raphael Brus,1,1
"Rammstein
Shadow of Intent
Aborted
Arch Enemy
Varg
A night in texas
Turisas
Korpiklaani
Knorkator
Decapitated
Dimmu borgir
Hauptsach mol es line up, wo us meh als d hlfti vu de bands, wo i de letschte 3-4 jahre as Greenfield gspielt hend bestaht....
Wird langsam langwillig das immer und immer wieder die glichi bands chmmed.....
Finds uere schad.....",3,0
Notusgang,1,0
Wicked Plan ,4,0
Vanessa Bchler freeeeeii wild,1,0
Notus-Gang,2,0
Okto Vulgaris,1,0
XII Gallon Overdose ,1,0
"Monuments  make way for man  void of vision  imminence  thornhill  RVNT  make them suffer  current  crystal lake  our hollow, our home  underoath  less than jake ",0,0
Fr d B stage lueget nech die band ahFat Dog   Joel Rtz  Christof Huber Ibanez Seven,3,0
"Stunde Null
Unantastbar 
Local Bastards
Schedlweiss
Frei.Wild
Martino Senzao
Goitzsche Front",0,0
DISTURBED   ,0,0
Farewell Shelter,0,0
Michelle Gerber jaaa ,0,0
"Die rzte billy talentDTH nomal
schmutzki
volbeat
saint city orchestra   
SDP",4,0
evenencent rzte king of Lion,0,0
SILENT CIVILIAN   ,1,0
"SDP, sum41 ",0,0
Downhill Dead,3,0
FuchsTeufelWild und Eluveitie,0,0
Billy Talent Good Charlotte System of a Down,0,0
Patrik Wydler Fat Dog   ,0,0
Monika Huber Fat Dog,2,0
Eversis,0,0
XII Gallon Overdose ,1,0
I Prevail,0,0
"Tenacious D, versengold, metallica, calico",0,0
Any Given Day,0,0
Fat Dog ,0,0
Jennifer Rostock,0,0
"Lynyrd skynyrd, status quo, acdc",0,0
I Prevail und I See Stars me wnsch hani nid,1,0
"Iron Maiden
Fejd",0,0
hollywood undead,0,0
Wicked Plan,1,0
ALAZKA ,0,0
"Mehr old school Thrash (Kreator, Testament, Sodom, Overkill, Annihilator, Anthrax, Sepultura etc.), Groove Thrash (Soulfly, Nervosa), mehr klassischer Heavy Metal (Judas Priest, Iron Maiden, The Iron Maidens, Battle Beast, DORO  ...), Die rzte (berfllig), mehr CH-Bands (Hellvetica auf die Hauptbhne nach ihrem grandiosen Auftritt in diesem Jahr, INFINITAS, Excelsis, Expellow, Pertness, Burning Witches etc.), mehr Symphonic Metal (Haggard, Therion, Tarja Turunen), mehr Power Metal (HammerFall, Helloween, Running Wild, Bloodbound), mehr irgendwas (Die Apokalyptischen Reiter), einfach mehr Abwechslung von allem ;-)",10,1
"Fat Dog

Avenged Sevenfold",1,0
Fat Dog ,1,0
Royal Republic,0,0
Volbeat,0,0
Stick To Your Guns ,1,0
Final cut       ,1,0
"In this moment, disturbed, bring me the horizon , bullet for my valentine, A day to remember, enter shikari, billy talent, architects, the offspring, the killers ",1,0
We in Modes would be honoured to play. We have an EP coming out so soon and we have had amazing response from every show weve played we cant wait to take out music to the rest of the world. The opportunity to play Greenfield Festival would be beyond a dream  We would highly appreciate it if youre interested in us. We hope to hear from you and appreciate your time reading this. Cheers. M x,0,0
"Meshuggah, Gojira, After the burial, Periphery, Ghost Iris, Vola, Leprous",1,0
Fuchsteufelswild,0,0
Wicked plan,1,0
"Rammstein 
Metallica
Heaven shall burn
Pro pain
Disturbed
rzte",0,0
i der reihfolg... ja de chum ig ou ,0,0
"Bronco, deville, fu manchu",3,0
Three days grace ,0,0
Crystal Ball & Tempesta & Crown of Glory,3,0
Fat dog,0,0
"Amaranthe
Slipknot
Sabaton
System of a down",0,0
"I Prevail
Feared
Killswitch Engage",0,0
"System of a Down
I Prevail
Disturbed
Breaking Benjamin
In Flames
Three Days Grace",0,0
"Soifass, stomper 98",0,0
"Parkway drive, rammstein, avenged sevenfold, seether, bullet for my valentine,",0,0
"Finve Finger Death Punch
In Flames
Dark Tranquillity
In this moment
Bad Wolfes
Disturbed
System of a down
Alter Bridge
Stone Sour",1,0
"MUDHEAD - thrash punk hc 

",3,0
"MUDHEAD - thrash punk hc 

",2,0
Fleshgod Apocalypse,1,0
Call Me Peter,0,0
THORN.,0,0
Wicked Plan,1,0
"Aerosmith, Guns'N'Roses, Metallica",1,0
"EXIT, FINAL CUT, SICKRET, Devils Rage Metal aus Metal City Sursee",6,3
hmatom,1,0
Wicked Plan und Koraktor. Weil wir auch gute lokale Bands haben ,0,0
Wicked Plan,0,0
Fat dog ,0,0
Ostfront     <3,0,0
"Green Day, In Flames, Parkway Drive, F.F.D.P, Steel Panther, Rammstein, Ghost, Rival Sons...",1,0
"Ost+Front
Feuerengel",0,0
Frei wild ,0,0
"green day
volbeat
the offspring
billy talent
donots
anti flag
itchy",0,0
SUM 41,0,0
Berliner Weisse,0,0
Trivium,0,0
Airborne,0,0
Ost+Front :),0,0
"Guns n roses, metallica, maiden,",0,5
CONDESCENSION,0,0
Fat Dog ,0,0
Lisa Erschbaumer und es schneidet sich nidmol is e woch vorem alpenflair,1,0
Matt Favrr Ho le mec il cite mme pas kaatarakt,0,0
Kaatarakt - Norvhar - AM:PM - Dr Haze ,0,0
Edesse Alkemy Symphonic metal,0,0
"JBO, berliner weisse, ska-p, mago de Oz,",2,0
WICKED PLAN,3,0
Uknow Whoiam git auso bessers ,1,0
"Municipal Waste
Iron Reagan
Siberian Meat Grinder",0,0
Rammstein,0,4
"excelsis
turisas
varg
ghost
offspring
powerwolf
saltatio mortis - again
hmatom - again da evakuiert wurde
subway to sally
fire rose",0,0
"Rammstein
Volbeat
Within temptation
Frei wild
Unantastbar
Skillet
Bad wolfes",2,0
Rammstein,1,0
"System of a down
Bhse onkelz",2,0
Fat Dog,0,0
Abbath,1,0
"Avenged sevenfold
Sum 41
New Found Glory",1,0
Biiiitte bitteeee tenacious D einmal live gsehen 2 min vor dem konzert fuss verknakt und das durfte das ganze Konzert von den Schultern aus beobachten und es waaaar deeeeer Hammmmmer       ,1,0
Stunde Null ,0,0
In extremo,0,0
Silverstein,1,0
"Ganz klar, Fat Dog",0,0
Excelsis    ,1,0
Monika Huber Fat Dog,0,0
"Wicked Plan
Velvet Viper",0,0
Dust Bolt,0,0
SMACK,0,0
Justin bieber,3,0
The Kate Effect,1,0
David Hasselhoff ,4,0
"Iron Maiden, Judas Priest, AC DC, Accept, Burning Wiches, Irony of Fate, Uriah Heep, Bhse Onkelz,",0,0
Notus-Gang wre der Hammer ,0,0
Fat Dog ,0,0
"Trivium, gojira,  architects,  bury tomorrow,  Hollywood undead, system of a down, ghost , while she sleeps,  nightwish,  evanescence,  poets of fall , Korn,  scars on Broadway,  within temptation , stone sour, adept",0,0
"Schandmaul
Frei Wild",0,0
Ost+Front,0,0
ARDENITE EXIT FINAL CUT SICKRET,0,0
Stefan Piirainen  ,0,0
BMTH,0,0
"The Wild
Black aces
Rose tattoo
Blackberry smoke
Seventyseven",1,0
Wicked Plan,1,0
"Ska-P
rzte
Foo Fighters",0,0
Fire Rose,2,0
"Rammstein, Billy Talent, Die rzte, Frei Wild, GreenDay, Fife Finger Deathpunch, Volbeat, Hmatom, Kraftclub, die Toten Hosen. Ds offizielle Dreeam Line up Michelle Siegenthaler",2,1
Nero Doctrine,0,0
Airbourne,0,0
Inner Core,0,0
Reliquiae,2,0
The Dendrits,0,0
The Dendrits,0,0
Circle Of Execution,3,0
"RAMMSTEIN 
Die rzte",0,0
"Bring me the horizon, frei.wild, skillet, parkway drive, our last night",0,0
Simia Sapiens,6,0
WICKED PLAN,1,0
"Normandie, All Time Low :D",1,0
www.thedendrits.ch,0,0
tarka turunen,0,0
Pertness,1,0
"Pearl Jam
The Raconteurs
Foo Fighters
All them Witches
Jackmills",1,0
Inner Core,0,0
"Eye set to kill, Flyleaf, Pyrohex, Coldrain und fr d Jonas Jones Bischof Tokio Hotel",0,0
"Rancid,",1,0
"Parkway Drive, Hollywood Undead, The Ghost Inside, Heaven Shall Burn ",0,0
"Disturbed, Rammstein, die rtzte, tenacious D, volbeat, five finger death punch, bullet for my valentine, avanged sevenfold, breaking benjamin, airbourne",0,0
Ost+Front  ,2,0
Inner Core,1,0
Frei.Wild,0,0
"Broilers,freiwild,black sabat,in flames,gotthard,rammstein,callejon,alarmsignal,5FDP,rzte,haven shall burn,warg",8,4
Skillet,0,0
"Volbeat
Lionheart
The interrupters
Brian fallon
Blink 182
Sum 41
Beatsteaks
Parkway drive
Hatebreed
Architects",0,0
"Rammstein, Skindred, Five Finger Death Punch",1,0
Anticops,1,0
"Rammstein, bring me the horizon, Architects",1,0
"JBO, Bhse Onkelz",0,0
"Fuchsteufelswild  ,Sltatio Mortis,Feuerschwanz ,Knix u  Corvus Corax",0,0
Christof Huber ,0,0
Notus-Gang,0,0
Ghost Black Pistol Fire Bush Tool Toxic Waltz In Flames,1,2
Brothers of Metal und Dynazty,0,0
Five finger death punch ,0,0
Trollfaust  Fuchsteufelswild  Rammstein  ,1,0
"Amon Amarth, Korpiklaani, Rammstein, System of a Down, Metallica, Nightwish, Korn ",1,0
Megaherz Offiziell,0,0
"Dimitri Vegas, Timmy Trumpet, Mia Julia, Lorenz Bffel, Isi Glck",0,0
Vogelfrey  Reliquiae,4,0
Excelsis,0,0
"Rammstein, Muse, Volbeat, Kraftklub, Beatsteaks, Judas Priest, Limp Bizkit, Any Given Day, Steel Panther, Heaven Shall Burn, Stone Sour, Hatebreed und als Krnig na Chimp Spanner ",4,0
WICKED PLAN,1,0
"Rammstein, schandmaul,volbeat, rzte, broilers, green day, offspring, sum41, fooooofighters  ",1,0
Nicola D. Kopp supper ,0,0
Evenecence,0,0
nan,0,1
Dethklok,0,0
"System of a down, die rzte, rammstein, in Extremo, broiler, flogging molly, frei.wild",10,0
"Arkona, Eluveitie, Korpiklaani, Excelsis,
Krbholz, die toten Hosen,
Koenix, Corvus Corax und Omnia.",1,0
Drei Gladiatoren aus dem Norden ;-),1,0
Ambers,0,0
Volbeat,0,0
Band Notausgang,1,0
Mad Sox,0,0
Eat-t ,0,0
"Jinjer
Prophets of rage
Die antwoord
Deez nuts
Madball
Limp bizkit
Rise against
Dope D.O.D",0,0
Rammstein     ,0,0
http:  www.notus-gang.ch ,1,0
Eluveite Excelsis,0,0
"Eternal Delyria
Broken Fate 
Kissin Black",0,0
"Wie wrs: 
Unearth, marilyn manson, mushroomhead, theory of a deadman, lordi, muse, rammsein, alestrom, three days  grace, good charlotte, godsmack, hollywood undead, breaking benjamin, starset, the killers, skillet, black veil brides, trivium, the cure, to the rats and wolves, any given day, in extremo, caliban, nothing more,stonem, betzefer, steel panter, all that remains, slayer, tesla, rob zombie, alice in chains, avenged sevenfold, disturbed, heaven shall burn, korn, saliva, p.o.d,  seether, bloodhound gang,  billy talent, shinedown , stone sour 
",27,4
system of a down,1,0
"Die rzte, Volbeat, Social Distortion,stone sour, disturbed  ",0,0
"Finntroll, Civil War, Crimson Shadow, Orden Ogan",0,0
ILLUMENIUM,1,0
Sum41    ,0,0
"Wicked Plan, yeah   ",0,0
"Of Mice & Men, 5FDP, Rammstein, Disturbed",0,0
Ganz klar Fuchsteufelswild,0,0
Tempesta & Crystal Ball,0,0
