Comment Id;Date / Time;Message;Likes;Comments
10157361185413044_10157361193248044;24.06.2019 12:19;Rammstein, die Ärzte;14;0
10157361185413044_10157361193313044;24.06.2019 12:19;Breaking Benjamin;0;0
10157361185413044_10157361193318044;24.06.2019 12:19;Rotting Christ 🔥🔥;0;0
10157361185413044_10157361193373044;24.06.2019 12:19;Palaye royale., und  Beyond the black😊😎;0;0
10157361185413044_10157361193478044;24.06.2019 12:19;Rammstein,volbeat,system of a down,five finger death punch;0;0
10157361185413044_10157361193603044;24.06.2019 12:20;Korn;3;0
10157361185413044_10157361193723044;24.06.2019 12:20;PARKWAY DRIVE ❤🔥 und fürmi Schatz Fabian Jäggi Alestorm 😂;1;0
10157361185413044_10157361193748044;24.06.2019 12:20;Mad Sox;3;0
10157361185413044_10157361193763044;24.06.2019 12:20;Sabaton, System of a Down, Lagerstein, Alestorm, Gloryhammer, Rammstein;1;0
10157361185413044_10157361193788044;24.06.2019 12:20;Scheiss Nazis will am Greenfield niemand!! Du vollhonk! 🖕;4;0
10157361185413044_10157361193828044;24.06.2019 12:20;Hellyeah;0;0
10157361185413044_10157361193848044;24.06.2019 12:20;SUICIDAL TENDENCIES !!!;1;0
10157361185413044_10157361193853044;24.06.2019 12:20;SUICIDAL TENDENCIES !!!;0;0
10157361185413044_10157361193868044;24.06.2019 12:20;Fire Rose;2;0
10157361185413044_10157361193878044;24.06.2019 12:20;Excelsis;10;0
10157361185413044_10157361193918044;24.06.2019 12:20;Tenacious D;2;0
10157361185413044_10157361194073044;24.06.2019 12:20;Rammstein, guns n' roses,  avenged sevenfold, SOAD,  Dead by april, korn etc...;1;0
10157361185413044_10157361194083044;24.06.2019 12:20;All Time Low, Holding Absence, Waterparks, As It Is, Yungblud, Sink or Swim, All To Get Her, ... 😊;3;0
10157361185413044_10157361194088044;24.06.2019 12:20;The Meseeks;8;0
10157361185413044_10157361194123044;24.06.2019 12:20;Du machst es uns aber einfach dich zu finden Michel Menzi.;1;0
10157361185413044_10157361194258044;24.06.2019 12:20;Rammstein;2;0
10157361185413044_10157361194298044;24.06.2019 12:20;"System of a down
Korn
Scars on broadway";45;0
10157361185413044_10157361194308044;24.06.2019 12:20;System Of A Down;0;0
10157361185413044_10157361194443044;24.06.2019 12:20;"Was noch nicht da war:
The Royal, I Prevail, Starset, Slaves, Volumes, SHVPES, Palisades, Shrezzers, Imminence, Alazka, Bad Omens, Fever 333, To The Rats And Wolves, The Word Alive, Too Close To Touch, Crystal Lake, Nothing More, Crown The Empire, Crossfaith, I See Stars, Motionless In White, Dream On Dreamer (werde die Liste noch updaten)";16;4
10157361185413044_10157361194478044;24.06.2019 12:20;System OF A Down  !;1;0
10157361185413044_10157361194483044;24.06.2019 12:20;JESTERS QUEST!!! ❤️❤️❤️❤️;1;1
10157361185413044_10157361194663044;24.06.2019 12:21;Rammstein, Volbeat, Five fingers death Punch, Combichrist, Frei Wild, Hatebreed;1;0
10157361185413044_10157361194683044;24.06.2019 12:21;Sondaschule, feine sahnecfischfilet, in extremo, rammstein, system of a down, die ärzte, metallica, me first and the gimmes gimmes;4;0
10157361185413044_10157361194698044;24.06.2019 12:21;Megadeth;0;0
10157361185413044_10157361194723044;24.06.2019 12:21;GHOST, amon amarth, billy talent, lamb of god, airbourne, iron maiden, prophets of rage, Ghost,  avenged sevenfold, eagles of death metal, queens of the stone age, ensiferum, the flatliners, GHOST!!!!!, in extremo, metallica, red fang, russkaja, sum 41, the sorrow, trivium, system of a down;8;2
10157361185413044_10157361194783044;24.06.2019 12:21;Gojira, As I Lay Dying, Ye Banished Privateers;0;0
10157361185413044_10157361194808044;24.06.2019 12:21;Streetlight Manifesto!;0;0
10157361185413044_10157361194828044;24.06.2019 12:21;FEVER 333!🙏🏻;0;0
10157361185413044_10157361194833044;24.06.2019 12:21;Dreamshade, End Of Silence, Annisokay, Cypecore, Beyond the Black, The Qemists;0;0
10157361185413044_10157361194853044;24.06.2019 12:21;Paolo nutini, sum41, blink182, hosen immer wieder gut;2;0
10157361185413044_10157361194883044;24.06.2019 12:21;Rammstein, Nightwish,  Disturbed 🤘🤘🤘;0;0
10157361185413044_10157361194898044;24.06.2019 12:21;Davidov Alcoholovic Will au niemer cho xD;0;0
10157361185413044_10157361194973044;24.06.2019 12:21;In Extremo🤘;5;0
10157361185413044_10157361194978044;24.06.2019 12:21;Die Ärzte, As I Lay Dying, SHVPES, In Flames, Sharks in Your Mouth, Dreamshade, Rise Against, Enter Shikari, Fit For a King, Of Virtue usw.;1;0
10157361185413044_10157361194983044;24.06.2019 12:21;"Alter Bridge, Tenacoius D, Green Day, Airbourne, Billy Talent, Royal Blood.
Gebt doch auch vielen Jungen Schweizer Bands mal die chance sich zu beweisen!?";25;3
10157361185413044_10157361195033044;24.06.2019 12:21;avenged sevenfold, asking alexandria, trivium, nothing more, bury tomorrow, reel big fish, offspring, bullet for my valentine;2;0
10157361185413044_10157361195053044;24.06.2019 12:21;Mayhem, Abbath, Phil Anselmo and the illegals, Machine Head;3;0
10157361185413044_10157361195068044;24.06.2019 12:21;The killers;2;0
10157361185413044_10157361195073044;24.06.2019 12:21;Norvhar, AM:PM, Anachronism, Rage Of Light, Nodafreth;4;3
10157361185413044_10157361195118044;24.06.2019 12:21;Metalicaa. Iron maiden. Volbeat. Green Day. Nightwish. Offspring. Sabaton;0;0
10157361185413044_10157361195263044;24.06.2019 12:21;Burning Witches, Metallica , Disturbed;2;0
10157361185413044_10157361195283044;24.06.2019 12:21;Moritz Zwerenz na so viel ich weiss gönd sie unter metal.. 🙈;0;0
10157361185413044_10157361195378044;24.06.2019 12:21;Avenged sevenfold, amon amarth, inflames, stone sour, korn, system of a down, iced earth.;11;0
10157361185413044_10157361195383044;24.06.2019 12:21;ensiferum;2;0
10157361185413044_10157361195433044;24.06.2019 12:21;"Rammstein
Five Finger Death Punch
Rose Tattoo
In Extremo";47;4
10157361185413044_10157361195453044;24.06.2019 12:21;Green day!;1;0
10157361185413044_10157361195533044;24.06.2019 12:21;Tool;3;0
10157361185413044_10157361195558044;24.06.2019 12:21;Samarra Morgan Pulveraffen hell yes😍😍🖤🤘🏻;1;0
10157361185413044_10157361195678044;24.06.2019 12:21;"ILLUMENIUM
Killer
Kilmister
Burning Witches
Broken Fate
Massive Ego
Iron Horses
Excelsis
Metalica
Böhse Onkelz
Frei.Wild
Toil
Maxxwell";4;2
10157361185413044_10157361195703044;24.06.2019 12:21;Five Finger Death Punch;5;0
10157361185413044_10157361196043044;24.06.2019 12:22;Beat Breit Oh nei 😱😂😂😂 🖕🏻;0;0
10157361185413044_10157361196098044;24.06.2019 12:22;https://www.youtube.com/watch?v=30SWtsUxNzk&list=PLl5fdaX3BLkCfmBlHM9RTZh8ANW_Vhu4q;0;0
10157361185413044_10157361196113044;24.06.2019 12:22;Rammstein, Onkelz, FFDP, Slayer;1;3
10157361185413044_10157361196138044;24.06.2019 12:22;die ärzte, the black dahlia murder, rammstein, system of a down, vader, arkona, bloodbath, dark tranquillity, job for a cowboy, J.B.O., kreator, soilwork, thyrfing, trivium ^^;0;0
10157361185413044_10157361196143044;24.06.2019 12:22;Heino 😂;1;0
10157361185413044_10157361196208044;24.06.2019 12:22;The Interrupters;0;0
10157361185413044_10157361196283044;24.06.2019 12:22;THE GHOST INSIDE👏🏻;0;0
10157361185413044_10157361196558044;24.06.2019 12:22;Sum 41 ..freiwild;4;0
10157361185413044_10157361196753044;24.06.2019 12:22;Godsmack, korn, meshuggah, heaven shell burn;0;0
10157361185413044_10157361196808044;24.06.2019 12:22;Broilers SCHMUTZKI Metallica Rammstein böhse onkelz Five Finger death punch;0;0
10157361185413044_10157361196843044;24.06.2019 12:22;Billy Talent 💗;1;0
10157361185413044_10157361196868044;24.06.2019 12:22;THORN.;1;0
10157361185413044_10157361197023044;24.06.2019 12:22;"Shaka pong, 
https://youtu.be/00OK_Yf0-IE";1;0
10157361185413044_10157361197028044;24.06.2019 12:22;Comaniac, Angry Again, Contorsion, Mind Patrol, Irony of Fate, Hate Squad, Warpath, Overkill, Testament, Crisix! :D;10;7
10157361185413044_10157361197093044;24.06.2019 12:22;Foo Fighters;0;0
10157361185413044_10157361197188044;24.06.2019 12:22;Tüchel;9;0
10157361185413044_10157361197213044;24.06.2019 12:22;Und natürlich frei.wild, five finger death punch usw... Ah ich chönt ufzelle... 🙈;1;0
10157361185413044_10157361197233044;24.06.2019 12:22;Daron malakian & scars on Broadway;0;0
10157361185413044_10157361197448044;24.06.2019 12:22;System of a down;0;0
10157361185413044_10157361197553044;24.06.2019 12:22;Die ärzte;0;0
10157361185413044_10157361197843044;24.06.2019 12:22;"Burry tommorow
For Today
Myka Relocate
Bless the Fall";10;1
10157361185413044_10157361197853044;24.06.2019 12:22;Metallica, Ärzte, Iron Maiden, System of a Down;1;0
10157361185413044_10157361197863044;24.06.2019 12:22;Rammstein,The ghost inside,hatebreed,attila;1;0
10157361185413044_10157361198018044;24.06.2019 12:23;Wage War, I Prevail, We Came As Romans, A Day To Remember, Billy Talent, Of Mice And Men, Ankor, Dream State;0;0
10157361185413044_10157361198053044;24.06.2019 12:23;Ganz klar Rammstein;1;0
10157361185413044_10157361198098044;24.06.2019 12:23;Choreography of the Dead;0;0
10157361185413044_10157361198238044;24.06.2019 12:23;Anthrax;0;0
10157361185413044_10157361198298044;24.06.2019 12:23;Rammstein;0;0
10157361185413044_10157361198353044;24.06.2019 12:23;Greenday;0;0
10157361185413044_10157361198433044;24.06.2019 12:23;ÄRZTE!!!;2;0
10157361185413044_10157361198448044;24.06.2019 12:23;Ghost Inside;0;0
10157361185413044_10157361198478044;24.06.2019 12:23;Green Day, Volbeat, Billy Talent, Hank Von Hell, Ghost, Audrey Horne.... Vanessa Zimmermann hesch no anderi vorschläg😏;0;0
10157361185413044_10157361198488044;24.06.2019 12:23;Sum41;2;0
10157361185413044_10157361198598044;24.06.2019 12:23;Böhse Onkelz, Metallica, Contorsion;0;0
10157361185413044_10157361198628044;24.06.2019 12:23;In Extremo, Die Ärzte, Metallica, Rammstein, Eisbrecher 🤘;0;0
10157361185413044_10157361198733044;24.06.2019 12:23;Blink 182;1;0
10157361185413044_10157361198838044;24.06.2019 12:23;ILLUMENIUM;1;0
10157361185413044_10157361198883044;24.06.2019 12:23;Billy Talent;0;0
10157361185413044_10157361198968044;24.06.2019 12:23;Skillet;1;0
10157361185413044_10157361199158044;24.06.2019 12:23;Dave Slaves und Alazka wären der hammer und I Prevail sowieso;0;0
10157361185413044_10157361199203044;24.06.2019 12:23;Nervosa / Jinjer / Aether Realm / Nekrogoblikon /Alestorm;0;0
10157361185413044_10157361199248044;24.06.2019 12:23;"Michel Menzi darum kommentiersch sus,hm😂🤷
Janu dü hesch där dis niveau gat sälbär gigä";1;0
10157361185413044_10157361199268044;24.06.2019 12:23;Mad Sox 🤘;0;0
10157361185413044_10157361199333044;24.06.2019 12:23;Und Imminence;0;0
10157361185413044_10157361199353044;24.06.2019 12:24;Rise Against,Green Day,Sum 41,Three Days Grace;7;0
10157361185413044_10157361199538044;24.06.2019 12:24;Gojira, Parkway Drive, Ghost;1;0
10157361185413044_10157361203163044;24.06.2019 12:24;Rammstein, madball, rage against the machine;1;0
10157361185413044_10157361203173044;24.06.2019 12:24;Attila und we butter the bread with butter🤘🤘;10;0
10157361185413044_10157361203218044;24.06.2019 12:24;KELLY FAMILIE 😂🤘😂🤘😂 Yeahhhhhh;0;0
10157361185413044_10157361203238044;24.06.2019 12:24;Rammstein & Foo fighters!!!!;0;0
10157361185413044_10157361203313044;24.06.2019 12:24;Onkelz, Rammstein, Eisbrecher;3;0
10157361185413044_10157361203318044;24.06.2019 12:24;"Like a storm,
Escape the fate
Falling in reverse";1;0
10157361185413044_10157361206893044;24.06.2019 12:24;Our Last Night, State Champs, Bring Me The Horizon, Crown The Empire, Moose Blood, Beartooth, We Came As Romans, Rise Against 🤘🏼;1;0
10157361185413044_10157361213348044;24.06.2019 12:24;Volbeat;1;0
10157361185413044_10157361213973044;24.06.2019 12:24;"Bring me the Horizon
I Prevail
Foo Fighters
Die Antwoord
Parkway Drive
Skindread
Billy Talent
FFDP
Muse";2;0
10157361185413044_10157361214008044;24.06.2019 12:24;Korn, deftones, mass hysteria septik flesh;2;0
10157361185413044_10157361214438044;24.06.2019 12:24;Greenday, System of a Down, Avenged Sevenfold, Tenacious D, Ghostmane, Scarlxrd, Sum 41, Riot Ten,;3;6
10157361185413044_10157361217638044;24.06.2019 12:24;"Chaoseum
https://youtu.be/xlgsW6of2CQ";2;0
10157361185413044_10157361217733044;24.06.2019 12:24;Dimmu Borgir mit Orchester 🤘🏻;0;0
10157361185413044_10157361217768044;24.06.2019 12:24;Gojira, Machine Head !;1;0
10157361185413044_10157361217773044;24.06.2019 12:24;Iron maiden;0;0
10157361185413044_10157361217928044;24.06.2019 12:24;Architects;3;0
10157361185413044_10157361217943044;24.06.2019 12:24;"Ghost
In this moment
System of a down
Volbeat
Billy talent
The real mckenzies
...";1;1
10157361185413044_10157361217948044;24.06.2019 12:24;Scott Stapp 🤘;0;0
10157361185413044_10157361218053044;24.06.2019 12:25;"Nine inch nails 
Karnivool
A perfect circle";10;0
10157361185413044_10157361218078044;24.06.2019 12:25;Knöppel;3;0
10157361185413044_10157361218133044;24.06.2019 12:25;In Extremo, Rammstein, Böhse Onkelz, Offspring, Slayer, Metallica;1;0
10157361185413044_10157361218188044;24.06.2019 12:25;Rammstein und Ran-d;1;0
10157361185413044_10157361221953044;24.06.2019 12:25;Rammstein!;0;0
10157361185413044_10157361221968044;24.06.2019 12:25;Tenacious D;0;0
10157361185413044_10157361222128044;24.06.2019 12:25;Cradle of filth , rob zombie , rammstein , korn , devin townsend , dimmu borgir.;1;0
10157361185413044_10157361222278044;24.06.2019 12:25;Silent Planet;1;0
10157361185413044_10157361222303044;24.06.2019 12:25;Avenged sevenfold parkaway drive ärzte;0;0
10157361185413044_10157361222313044;24.06.2019 12:25;Lionheart;1;0
10157361185413044_10157361222403044;24.06.2019 12:25;Furchenschweiss;7;0
10157361185413044_10157361222443044;24.06.2019 12:25;Billy Talent 🔥;1;0
10157361185413044_10157361222473044;24.06.2019 12:25;Anthrax    Overkill  iced Earth 🤟🤟🤟😎😎schön wär's;0;0
10157361185413044_10157361222618044;24.06.2019 12:25;"AGAINST ME!
PULLEY
LAGWAGON";0;0
10157361185413044_10157361222793044;24.06.2019 12:25;Brothers of Metal, Nigthwish, Powerwolf;0;0
10157361185413044_10157361222818044;24.06.2019 12:25;Harakiri for the Sky;0;0
10157361185413044_10157361222853044;24.06.2019 12:25;Korn;0;0
10157361185413044_10157361226413044;24.06.2019 12:25;"Nofx
Rancid";0;0
10157361185413044_10157361226433044;24.06.2019 12:25;"Heaven Shall Burn, Orbit Culture, Whitechapel,

Nice To Eat You (Besti Schwizer Core Band 😍😍🤘)

Equilibrium, Korn, Bury Tomorrow, JBO, Knorkator, Green Day, u viiiiu meh no 😍🤣🤘";2;0
10157361185413044_10157361226458044;24.06.2019 12:25;"ZSK
Friedli und Fränz
Kärbholz
Booze & Glory
Donots
Rude Tins
Schmutzki

Wär kuul we da die eint oder anderi Band chiem vo dene 😜";4;0
10157361185413044_10157361226513044;24.06.2019 12:25;"Die Ärzte
Broilers
Tenacoius D
ME FIRST AND THE GIMME GIMMES!!!! Wöu das Johr eres konzärt abgseid worde esch!";2;0
10157361185413044_10157361226523044;24.06.2019 12:25;"Polar
The Lillingtons
Teenage Bottlerocket
Descendants
The Bouncing Souls
Comeback Kid
Madball
The Ghost Inside
We Ride
Boysetsfire
Tiger Army
Cock Sparrer
Cockney Rejects
Dead to me
The Distillers
Left Alone
Nerf Herder
Rancid
Street Dogs

🤘🏻😎🤘🏻";1;0
10157361185413044_10157361226528044;24.06.2019 12:25;Arch Enemy, Eluveitie, In Extremo, Dropkick Murphys, Green Day, inflames, Eskimo Callboy, volbeat, Frei.Wild, parkway drive, nightwish, foo fighters,;1;1
10157361185413044_10157361226583044;24.06.2019 12:26;Andrea Manuel Isler Verbrennt die Hexe🤣;0;0
10157361185413044_10157361226603044;24.06.2019 12:26;Fever 333!😍;0;0
10157361185413044_10157361226648044;24.06.2019 12:26;J.b.o;0;0
10157361185413044_10157361230203044;24.06.2019 12:26;Fuchsteufelswild, Majestica, Wind Rose, Temperance, Exit Eden, Phantom Elite <3;1;0
10157361185413044_10157361230218044;24.06.2019 12:26;"Calico Official
Tool
Sum41
The Browning";1;1
10157361185413044_10157361230278044;24.06.2019 12:26;enter shikari;1;0
